id,sentence,num_aspect_terms,aspect_terms,at_polarity
11570675#1355721#0,"ठीक है, मैं कुछ times के लिए Dumont गया हूँ।",0,[],[]
11570675#1355721#1,Food वाकई में बहुत अच्छा नहीं है और service terrible है।,2,"['Food', 'service']","['negative', 'negative']"
11570675#1355721#2,"हो सकता है, यह अधिकतर Dumont's patrons छोटे और कम expectations के हैं, लेकिन मैं Dumont को recommend नहीं कर सकता।",0,[],[]
11463275#424927#1,"ना केवल उन्हे town में सबसे अच्छे escargot हैं, वे हमेशा toddler को accomodate करके आज़माएँ हैं।",1,['escargot'],['positive']
11408946#789662#0,"मैंने Sotto Voce बहुत time जा चुका हूँ, और मुझे यह कहना है कि किसी भी time nail को head पर ठोको।",0,[],[]
11408946#789662#1,"मेरे guest और मेरे बीच में, हमने menu में कम से कम 80% को sampled किया, और वे सभी hits थे।",1,['menu'],['positive']
11408946#789662#3,Deco और ambiance वाकई प्यारा था।,2,"['Deco', 'ambiance']","['positive', 'positive']"
32444534#501179#1,यह New York के आस-पास सबसे अच्छा unknown restaurant है।,0,[],[]
32444534#501179#2,बस जाएँ और सबसे greatest french food में Daniel का west है।,1,['french food'],['positive']
11351741#1733901#0,मैं restaurant के लिए गया और prix fixe menu की पेशकश की।,1,['prix fixe menu'],['neutral']
32857960#1320058#5,"Waiter ना केवल efficient और courteous था, बल्कि बहुत ही helpful है।",1,['Waiter'],['positive']
35701421#583735#2,"यह place classy है, chic, service warm और hospitable है, और food शानदार है।",3,"['place', 'service', 'food']","['positive', 'positive', 'positive']"
35393743#526051#0,मैं इस place के बारे में Time Out magazine में पढ़ा है।,0,[],[]
35393743#526051#2,Astoria में एक शानदार find है।,0,[],[]
32864873#582572#0,"शानदार burgers, grilled cheeses और french fries है।",3,"['burgers', 'grilled cheeses', 'french fries']","['positive', 'positive', 'positive']"
11351354#812637#0,Yellowfin Tuna और Calf's liver मेरा पसंदीदा है।,2,"['Yellowfin Tuna', 'Calf's liver']","['positive', 'positive']"
11538980#1053497#1,Sushi बहुत fresh है कि यह आपके mouth में कुरकुरता है।,1,['Sushi'],['positive']
11538980#1053497#4,लेकिन पक्का करो कि आपके पास credit card पर enough room है जो bill से आपके wallet पर एक बड़ा dent करता है।,1,['bill'],['negative']
11349654#424016#2,5th ave address के बावजूद कोई frills whick नहीं जिसे मैं love करता हूँ।,0,[],[]
35158410#1207085#2,वे आपके table तक sauce cart लाते हैं और आपको 7 से 8 choices of sauces आपके steak के लिए (मैंने सभी को आज़माया था) लाते हैं।,4,"['steak', 'choices of sauces', 'sauce cart', 'table']","['neutral', 'positive', 'neutral', 'neutral']"
15094232#1295193#2,"ना केवल sushi fresh था, उन्होने दूसरे entrees को भी किसी ना किसी guest को choose करके खुश करने (duck आज़मायें) से अलग serve किया था।",3,"['sushi', 'duck', 'entrees']","['positive', 'positive', 'neutral']"
32894267#698671#5,अच्छी variety लेकिन कुछ भी surprising नहीं है।,1,['variety'],['positive']
11351328#1638529#2,"मेरे खरीद को paid करने के बाद, मैंने noticed किया कि उन्होने मुझे utensils नहीं दिया इसलिए मैं अपना pie खा सका हूँ। ",2,"['utensils', 'pie']","['neutral', 'neutral']"
11350539#680470#6,उसी प्रकार यदि आप वाकई thin crust या वाकई बड़े slices पसंद करते हैं तो Nick और Joe's आपका favorite नहीं हो सकता है।,2,"['thin crust', 'slices']","['negative', 'negative']"
11359764#1373169#2,यह हमेशा quite है क्योंकि यह awful है।,0,[],[]
33071731#1007204#2,"ना green beans, ना egg, ना anchovy dressing, ना nicoise olives, ना red onion.",5,"['green beans', 'egg', 'anchovy dressing', 'nicoise olives', 'red onion']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
33507331#1177339#1,"यह outside जैसा कुछ नहीं दिखता है, लेकिन जैसे आप अंदर की तरफ walk करते हैं, यह पूरा दूसरा atmosphere है।",2,"['outside', 'atmosphere']","['negative', 'positive']"
35693214#539116#0,मुझे कहना होगा कि place awesome है।,0,[],[]
32935729#785247#3,Ground chickpea soup को हमने starter sample की तरह taste किया था जो थोड़ा thin है।,2,"['Ground chickpea soup', 'starter']","['negative', 'neutral']"
35709141#1107179#3,"हम sushi को re-slice करने की request करते हैं, और यह हमें small cheese-like cubes जैसे वापस करते थे।",1,['sushi'],['negative']
11351354#412616#1,"Service, जबकि quality of food के below एक या दो peg (horrible bartenders) है, और clientele, अधिकतर part के लिए, rowdy है, loud-mouthed commuters (यह staff के बुरे attitudes को बताता है।) जो concert या एक Knicks game के लिए AC/DC में loaded हो रहा है।",5,"['Service', 'quality of food', 'bartenders', 'clientele', 'staff']","['negative', 'positive', 'negative', 'negative', 'negative']"
11349840#433070#8,"यदि आप neighborhood में हैं, एक great meal के लिए definitely रुकें।",1,['meal'],['positive']
11349840#433070#7,"Unfortunately, अपने show ticket के साथ, हमारे पास desserts sample करने का time नहीं है।",1,['desserts'],['neutral']
11313439#692431#1,"Restaurant थोड़ा paint use कर सकती थी, लेकिन कुल मिलाकर एक अच्छा sushi place है। ",0,[],[]
35391416#500259#5,ज्यादा tables बनाइये - शायद एक rooftop bar.,2,"['tables', 'rooftop bar']","['negative', 'neutral']"
32944704#492723#1,"Decoration से ऐसा लग रहा था कि हम Cairo में है, ये असल में street adventure का part है।",1,['Decoration'],['positive']
32950007#1320096#2,"जबकि छोटा है, इसका ambience सुंदर, शानदार food (catfish स्वादिष्ट है - यदि आप mind न करें तो थोड़ा salty है) और जागरूक service है। ",4,"['ambience', 'food', 'catfish', 'service']","['positive', 'positive', 'positive', 'positive']"
11350033#1264371#3,मैं वहाँ food के लिए नहीं जाता इसलिए comment नहीं कर सकता।,1,['food'],['neutral']
11660930#655010#2,"मेरे friends और मैं week में (minimum, हम area में रहते हैं) एक बार जाता हूँ और हर time बाहर निकल के brush के लिए resist नहीं कर सकता हूँ।",0,[],[]
11660930#655010#4,"Items से stick होकर place अच्छा brisket, ribs, wings cajun shrimp अच्छा नहीं, लेकिन great है।",4,"['brisket', 'ribs', 'wings', 'cajun shrimp']","['positive', 'positive', 'positive', 'neutral']"
32927541#579582#0,"Brooklyn में होकर एक 25 years से ज्यादा, मुझे अच्छे pizza के लिए bridge पर नहीं जाना होता है।",1,['pizza'],['positive']
11349536#778388#0,Friday को यहाँ dinner किया और food शानदार था।,2,"['dinner', 'food']","['neutral', 'positive']"
35700989#574718#3,"हमने अभी इस restaurants में New Year's Eve बिताया है, और wine से dessert menu तक great experiance किया है।",2,"['wine', 'dessert menu']","['positive', 'positive']"
35709275#573688#2,"अत्यधिक recommend किया हुआ... जैसा कि कहा गया, मैंने restaurant में dined *in* नहीं किया लेकिन यह bar अच्छा दिखता है और takeout बहुत relaxing place लगता है।",3,"['place', 'bar', 'takeout']","['positive', 'positive', 'neutral']"
11351587#1488758#1,"Ambiance शानदार है, एक थोड़ा ज्यादा loud लेकिन फिर भी nice और romantic हैं।",1,['Ambiance'],['positive']
33069925#747092#3,"लेकिन, filet mignon cocktail hour में बहुत अच्छा नहीं था जो free appetizers के अच्छे non-sushi selection में था।",4,"['cocktail hour', 'filet mignon', 'non-sushi selection', 'appetizers']","['positive', 'negative', 'positive', 'positive']"
11351725#582163#3,यह हमारे 2 courses को served करने के लिए 1/2 hours लेता है।,2,"['courses', 'served']","['neutral', 'negative']"
11359764#1373169#1,किसने कहा कि वहाँ जाओ जब day में place quite रहता है?,1,['place'],['neutral']
35698351#821341#1,Size के कारण peak times में थोड़ा busy हो सकते हैं।,1,['Size'],['negative']
11351360#1704700#0,"मैं jury duty पर था, मैंने lunch break पर bike को Centre Street के road पर भगाया और इस great place पर awesome chicken tacos और Hibiscus lemonade के साथ आया।",3,"['chicken tacos', 'Hibiscus lemonade', 'place']","['positive', 'positive', 'positive']"
32894791#1611374#1,Day के दौरान shopping के बाद hang out के लिए अच्छा place या simple soup पीने के लिए या एक glass of wine के साथ खाने के लिए classic french dish ठीक है।,4,"['place', 'soup', 'french dish', 'glass of wine']","['positive', 'neutral', 'neutral', 'neutral']"
36072604#1106889#4,बहुत अच्छा touch जो place को लेके बहुत fit होता है।,1,['place'],['positive']
11350033#1264371#2,"जबकि, बस कुछ outdoors होने की वजह से काफी great landscaping, casual drink को enjoy करना जो इस place को worthwhile बनाता है।",3,"['casual drink', 'outdoors', 'place']","['positive', 'positive', 'positive']"
11567247#1415594#1,हम dance floor पर close proximity में तुरंत बैठे थे।,1,['dance floor'],['neutral']
11351521#768768#2,"यदि आप यहाँ ऐसे pre-show meal में हैं, cab में अलग से 10 minutes लेके uptown location जाइए।",1,['pre-show meal'],['neutral']
11350033#1264371#5,अच्छे mix of people में twenties की बढ़त थी जो बशर्ते एक बड़े eye के बढ़त के लिए eye-candy मेरे पास एक शानदार था।,0,[],[]
11651065#413029#1,"Fried foods के बारे में comments सही है (below) लेकिन अन्य dishes, lamb entree और कई salads (avocado shrimp) बिलकुल अच्छा था।",4,"['Fried foods', 'dishes', 'lamb entree', 'salads (avocado shrimp)']","['negative', 'positive', 'positive', 'positive']"
11349445#757796#4,Cold night में close friend के साथ या एक अच्छे book के साथ होना अच्छा है।,0,[],[]
11351816#1162694#2,"धीमी service, लेकिन जब आप आस-पास 10 या 20 के groups के साथ hanging कर रहे हैं जो वाकई notice करता है।",1,['service'],['negative']
32897564#894393#1,Sauce शानदार (बहुत ताज़ा) होने के साथ dabs of real mozzarella है।,2,"['dabs of real mozzarella', 'Sauce']","['neutral', 'positive']"
11349845#1188496#2,"कभी परेशान ना हों - Drinks बेकार थे, लेकिन जो people वहाँ काम करते थे उन्होने वाकई यह dining experience बेकार कर दिया था।",3,"['Drinks', 'people', 'dining']","['negative', 'negative', 'negative']"
33070305#1312437#5,"Room थोड़ा सादा है, लेकिन यह कुछ ऐसा exciting place बनाने में difficult है और मैं इसे एक reasion की तरह देखने के लिए suggest नहीं करूंगा।",2,"['Room', 'place']","['negative', 'negative']"
11359619#487952#7,"Appetizer के लिए एक, उनके calamari एक winner है।",2,"['Appetizer', 'calamari']","['neutral', 'positive']"
32464595#574909#1,Satay Washington के उन favorite haunts में से एक है जहां service और food हमेशा money के साथ होता है।,2,"['service', 'food']","['positive', 'positive']"
11349536#778388#2,Dinner के बाद मैंने music playing सुना और जाना कि नीचे एक lounge है।,3,"['Dinner', 'music', 'lounge']","['neutral', 'neutral', 'neutral']"
32408649#945413#1,"लेकिन अब वह एक नए ownership के अंदर और renovated किया गया है, यह great दिखता है।",0,[],[]
35816071#637243#3,"Room आकर्षक,  bi-level space और drink के लिए बहुत अच्छे long bar है। ",4,"['Room', 'bi-level space', 'long bar', 'drink']","['positive', 'positive', 'positive', 'neutral']"
35390182#756337#2,अब हम state से बाहर आ गए हैं और NYC का हर visit के stop को जोड़ता है।,0,[],[]
35714274#1076679#1,वो एक exorbitant prices में mediocre food के साथ कैसे survive कर सकते हैं।,2,"['food', 'prices']","['neutral', 'negative']"
11351725#582163#2,Food mediocre और service बहुत ही धीमी है। ,2,"['service', 'Food']","['negative', 'neutral']"
33060905#1138585#4,मैंने यहा अलग-अलग occasion पर खाया है - food के लिए prices mediocre है।,2,"['food', 'prices']","['neutral', 'negative']"
35695422#1464305#5,मैं जल्दी वापस जाने के लिए देख रहा हूँ और eventually menu में सबकुछ लेने के लिए कोशिश कर रहा हूँ।,1,['menu'],['positive']
36220672#1714981#0,मैंने इस place पर अपना first visit किया और वापस जाने के लिए wait नहीं किया और धीरे से menu के लिए work किया।,1,['menu'],['neutral']
33068909#1189415#4,मैंने बार-बार पूछा कि meal का status क्या था और waiter थोड़ा grunted और unbelievably rude था।,2,"['waiter', 'meal']","['negative', 'neutral']"
33067279#1612676#0,मुझे आज brunch के लिए रोका गया था और vegan cranberry pancakes और थोड़ा rice milk खाया था।,3,"['brunch', 'vegan cranberry pancakes', 'rice milk']","['neutral', 'neutral', 'neutral']"
33059931#926509#3,"Weekends crowded नहीं हो सकता, लेकिन फिर भी recommended किया गया।",0,[],[]
33061445#591371#2,यह बहुत crowded होता है इसलिए मैं suggest करता हूँ कि आप जल्दी पाते हैं।,0,[],[]
35709451#1061726#3,Sweet Irish bartender हमेशा खुश और मेरे friends के face पर एक smile लाने के लायक है।,1,['bartender'],['positive']
15069510#648179#5,मैं हमेशा अपने को theater industry में किसी के बगल में बैठा पाता हूँ- सुनने में interesting ideas लगता है जबकि खाने में quick bite लगता है। ,0,[],[]
11350390#802808#3,"मैं अपनी life में food को सामने से कभी वापस नहीं भेजा, लेकिन मैं simply भेजना पड़ा, और waiter ने मुझसे इस पर argue किया।",2,"['food', 'waiter']","['negative', 'negative']"
11482070#503858#3,"भले ही restaurants खुद में अच्छा है, मैं food के लिए जाना prefer नहीं करता हूँ।",1,['food'],['negative']
2766,"Food स्वादिष्ट है - specials से regular menu-fare तक, dishes ने कभी disappoint नहीं किये हैं।",4,"['Food', 'dishes', 'specials', 'regular menu-fare']","['positive', 'positive', 'positive', 'positive']"
134,Food quickly और efficiently तैयार किया गया है।,1,['Food'],['positive']
942,Prices wonderfully तरीके से कम हैं।,1,['Prices'],['positive']
53,"Bar food की तुलना में सामान्य से बहुत अधिक, अपने hand-crafted beers के sample लेते हुए menu को enjoy करने के लिए वहां जाएं।",3,"['Bar food', 'menu', 'hand-crafted beers']","['positive', 'positive', 'positive']"
487,Pickles एक शानदार addition था।,1,['Pickles'],['positive']
1191,Chef और waitress का knowledge average से कम है।,2,"['Chef', 'waitress']","['negative', 'negative']"
612,Drink के लिए बहुत great place है क्योंकि उनके पास 100 kinds of beer हैं।,2,"['kinds of beer', 'Drink']","['positive', 'neutral']"
1630,"Anti-pasta excellent था, especially calamari, जैसा कि filling pasta mains थे। ",3,"['Anti-pasta', 'calamari', 'filling pasta mains']","['positive', 'positive', 'positive']"
3102,Drinks amazing है और 8pm तक आधा खत्म हो गया।,1,['Drinks'],['positive']
1973,"कुल मिलाकर price tag बहुत बहुत expensive था, जो मैंने expect किया था।",1,['price tag'],['negative']
2479,हमने Bread Bar में January restaurant week में दौरा किया और menu selections व service से बहुत खुश थे।,2,"['menu selections', 'service']","['positive', 'positive']"
2512,"अच्छा music, बढ़िया food, speedy service सस्ती prices.",4,"['music', 'food', 'service', 'prices']","['positive', 'positive', 'positive', 'positive']"
1749,"थोड़ा सा wait, लेकिन मेरी expectation से कम था।",1,['wait'],['conflict']
3441,Lobster sandwich $24 का है और हालांकि यह अच्छा था लेकिन यह उसके price के अनुसार warrant नहीं था।,2,"['Lobster sandwich', 'price']","['conflict', 'negative']"
3260,हो सकता है कि owner के चेहरे पर always smile हो और आपको warmly greet करेगा।,1,['owner'],['positive']
2128,इसे sushi और service के शानदार value के लिए अत्यधिक recommend किया गया।,3,"['sushi', 'service', 'value']","['positive', 'positive', 'positive']"
2835,यह place एक group द्वारा served किए जाने से इतना better होगा कि वास्तव में customer service को समझा जा सकेगा।,2,"['service', 'served']","['negative', 'negative']"
1672,Food कमाल है - पक्का striped bass आज़माया है।,2,"['Food', 'striped bass']","['positive', 'positive']"
2413,Fast food joints और order के लिए एक excellent alternative है लेकिन food थोड़ा disappointing है।,2,"['Fast food', 'food']","['negative', 'negative']"
3435,Mermaid Inn एक really अच्छे seafood के साथ एक अच्छे restaurant हैं।,1,['seafood'],['positive']
914,मैं corner आस-पास work करता हूँ और first time colleague के साथ try किया।,0,[],[]
2695,मैं यहां अपने boyfriend और एक another couple के साथ गयी थी।,0,[],[]
1644,all you can eat deal यहाँ truly amazing है।,1,['all you can eat deal'],['positive']
3572,"Immediately paid करने के बाद, waiter ने money लिया और कहा, okay, you guys यहाँ से बाहर हो जाओ।",1,['waiter'],['negative']
3682,"Wait staff बहुत freindly है, वे ऐसा feel कराते हैं कि आप एक freindly little european town में खाना खा रहे हैं।",1,['Wait staff'],['positive']
1035,थोड़ा overpriced है लेकिन एक bite लेने के बाद worth लगता है।,0,[],[]
1339,Weekday lunch के लिए late से गया।,1,['lunch'],['neutral']
3649,Bartender bar में खुद को friends से दूर करने में unable था।,2,"['Bartender', 'bar']","['negative', 'neutral']"
1174,"हालांकि place थोड़ी अधिक और eye catching और roomier हो सकती हैं, यह असल में matter नहीं करता है।",1,['place'],['conflict']
3474,"आप barely देख सकते हैं कि आप किसके साथ हैं, mind किए बिना conversation करें।",0,[],[]
2818,मैं Cafe St. Bart's में frist time आयी और मुझे कहना होगा कि food कितनी स्वादिष्ट और service कमाल की थी।,2,"['food', 'service']","['positive', 'positive']"
1005,Manhattan मेँ मेरे favorite places में से एक है।,0,[],[]
1856,जब हम पहुंचे तो nice glass of Sangria का wait कर रहे थे।,1,['glass of Sangria'],['positive']
3318,मैं table by the window के लिए highly recommand करूंगा।,1,['table by the window'],['positive']
401,"Service, जबकि, एक garden में एक bright flower था।",1,['Service'],['positive']
2944,हम three times Grocery के लिए गए हैं और menu में एक भी item disappoint करने वाला नहीं था।,1,['menu'],['positive']
3298,"Food भी बहुत अच्छा है, लेकिन अधिकतर part, यह बस केवल regular food है, कुछ special नहीं।",2,"['Food', 'food']","['positive', 'neutral']"
3658,"हमने back patio में खाया, जो कि इसके लिए cool होने के साथ ही worth है और वहाँ music अच्छा सुनाई देता है।",2,"['back patio', 'music']","['positive', 'positive']"
3536,Lunch special पूरी एक steal की है।,1,['Lunch special'],['positive']
91,मैं back जाऊंगा और इसे heartily recommend करूंगा!,0,[],[]
811,"Place दरअसल empty था, लेकिन ऐसा इसलिए था क्योंकि यह अब तक का first Sunday था जब इसे open किया गया था।",1,['Place'],['negative']
2239,इस little place ने मेरे expectations को definitely बढ़ा दिया है और आपको आपके money के बदले पक्का बहुत सारा food मिलेगा।,3,"['food', 'money', 'place']","['positive', 'positive', 'conflict']"
3236,आप sense आएगा कि वहां के people अपने restaurant और आपके experience के बारे में care करते हैं और यह बहुत nice है।,1,['people'],['positive']
1606,"दोनों delicious हैं, cooks friendly हैं और एक moment के लिए आपसे बात करते हुए और अपना hand shake के लिए तैयार है।",1,['cooks'],['positive']
300,मेरे friend ने उनके कुछ अच्छे sushi rolls को order किया जिसका presentation शानदार और taste कमाल का था!,1,['sushi rolls'],['positive']
1098,मैं दो बार Roth's में गया और दोनों times बहुत disappointing था।,0,[],[]
2173,1st Ave spot जाने के लिए worth है क्योंकि यह original store है।,0,[],[]
391,"मैं दो शुक्रवार पहले इस second floor पर walk-up के लिए stumble हो गया, जब अपने दो friends के साथ L.A. में था। serious sushi lovers होने के कारण हम sushi bar में action के लिए करीब बैठे।",2,"['sushi', 'sushi bar']","['neutral', 'neutral']"
263,"Raga's एक प्रेमयुक्त, आरामदायक restaurant है।",0,[],[]
2384,यहाँ के fried rice कमाल के है।,1,['fried rice'],['positive']
2962,"तीन courses - choices के साथ excellent mussels, puff pastry goat cheese और salad with a delicious dressing, और एक hanger steak au poivre भी include करता है जो इस world से अलग है।",5,"['mussels', 'puff pastry goat cheese', 'salad with a delicious dressing', 'hanger steak au poivre', 'courses']","['positive', 'positive', 'positive', 'positive', 'neutral']"
3404,यह amazing indian food खाने के लिए एक perfect place है।,1,['indian food'],['positive']
2599,Place बहुत शानदार और service भी prompt और curtious है।,2,"['service', 'Place']","['positive', 'positive']"
648,I just wonder कि आप इतने little money में इतना स्वादिष्ट meal कैसे खा सकते हैं?,2,"['meal', 'money']","['positive', 'positive']"
863,Food delicious था लेकिन यहाँ खाली stomach न आयें।,1,['Food'],['conflict']
1623,Wine list बहुत शानदार है।,1,['Wine list'],['positive']
2177,इतना garantuan है कि आप इसे toaster में fit नहीं कर सकते हैं।,0,[],[]
430,"मैं पहले Manhattan के कई Thai restaurants में गया हूँ, और Toons अब तक का सबसे अच्छा Thai food था (मेरी माँ के course को छोड़कर)।",1,['Thai food'],['positive']
1101,वे मुझे एक और glass of wine की पेशकश करने से पहले अपना glass finish नहीं करने देंगे।,1,['glass of wine'],['neutral']
1823,मैं Sophia pizza को अत्यधिक recommend करता हूँ।,0,[],[]
2783,यह great place लगातार lunch या dinner करने के लिए अबतक dine रहा है।,3,"['lunch', 'dinner', 'dine']","['neutral', 'neutral', 'positive']"
2983,"अच्छा atmosphere, service बहुत शानदार थी और desert अच्छा था.",3,"['atmosphere', 'service', 'desert']","['positive', 'positive', 'positive']"
627,"वास्तव में, bar में  enjoy करने के बाद हम एक table पर बैठ गए और dinner किया।",3,"['bar', 'table', 'dinner']","['positive', 'neutral', 'neutral']"
3219,"शानदार service, कमाल का food, और एक मजेदार atmosphere और environment.",4,"['service', 'food', 'atmosphere', 'environment']","['positive', 'positive', 'positive', 'positive']"
2934,"Not what, जो मैं सुनना चाहता हूँ। ",0,[],[]
2787,Lasagnette appetizer को आज़माएँ।,1,['Lasagnette appetizer'],['positive']
825,"Pricey है, लेकिन कम से कम एक बार try करना worth है।",0,[],[]
197,"मैं वहाँ पर कुछ times रहा हूँ,और मैं usually कुछ pretty odd people के बगल में बैठता रहा हूँ।",0,[],[]
604,मुझे beer selection पसंद आया!,1,['beer selection'],['positive']
2911,"अच्छे food, अच्छे size का menu, अच्छी service और एक बेहतरीन setting.",4,"['food', 'menu', 'service', 'setting']","['positive', 'positive', 'positive', 'positive']"
3074,यहाँ एक romantic dinner के लिए जाइए लेकिन एक wow dining experience के लिए बिलकुल नहीं।,2,"['dinner', 'dining']","['positive', 'positive']"
1479,वापस जाने के लिए wait नहीं कर सकता।,0,[],[]
2925,Menu बहुत limited है- मुझे लगता है कि हमने 4 या 5 entrees को गिन लिया।,2,"['Menu', 'entrees']","['negative', 'negative']"
495,"यदि आप एक carnivore हैं,तो come hungry और आप पहले से अधिक satisfied होकर जाएँगे।",0,[],[]
3436,Menu limited है लेकिन लगभग सभी dishes उत्तम है।,2,"['Menu', 'dishes']","['negative', 'positive']"
3273,अपने sake martini को लेकर ज्यादा crazy नहीं हूँ।,1,['sake martini'],['negative']
1215,"अच्छे bagels, spreads और hang out के लिए एक अच्छी जगह है।",2,"['bagels', 'spreads']","['positive', 'positive']"
183,"Service प्रतिदिन बदलती है, कभी वे very nice होती हैं, और कभी नहीं।",1,['Service'],['conflict']
3207,हम हमेशा delicious meal खाते हैं और हमेशा satisfied feel करते हैं।,1,['meal'],['positive']
672,अपने chopsticks के साथ ingredients को dip करते हुए उन्हे सभी तरफ swirl करके खाएं।,2,"['ingredients', 'chopsticks']","['neutral', 'neutral']"
2972,सबसे पहले अपने garden terrace को enjoy करने के लिए यहां आए।,1,['garden terrace'],['positive']
1903,"मेरे husband बिलकुल ठीक थे, मेरे सबसे अच्छे और dry हैं।",0,[],[]
2549,"मैंने सभी से कहा super friendly, helpful, और customer extra mile पाने के इच्छुक हैं।",0,[],[]
1755,Pizza बहुत अच्छा और huge था।,1,['Pizza'],['positive']
2890,"जब भी मैं NYC में होता हूं, Sapphire एकमात्र Indian restaurant है जहां मैं जाता हूँ।",0,[],[]
2277,"मैंने जो cuisine इकट्ठा किया है, वो authentic Taiwanese है हालांकि मैं Taipei का आदि हो चुका हूं, जो इससे different है।",1,['cuisine'],['neutral']
2308,मैं heartly recommend करता हूं।,0,[],[]
51,Heartland Brewery NYC में best places में से एक है जो new friends बनाने और old people को मिलाने के लिए है।,0,[],[]
598,"Atmosphere unheralded है, service impecible है, और food शानदार है।",3,"['Atmosphere', 'service', 'food']","['positive', 'positive', 'positive']"
2926,"हमने special, grilled branzino का order किया, वह bone पर ऐसे infused था कि खाना मुश्किल था।",1,['grilled branzino'],['negative']
3083,Wait staff friendly हैं और food भी better और better होता जा रहा है।,2,"['Wait staff', 'food']","['positive', 'positive']"
1388,"यह place, जो केवल few months old है शायद Queen का biggest secret है।",0,[],[]
1383,मैंने delivery के लिए भी order दिया और restaurant आधा order भूल गया।,2,"['delivery', 'order']","['negative', 'negative']"
892,हमारे server ने हमे पूरे meal के दौरान शायद दो बार check किया।,2,"['server', 'meal']","['negative', 'neutral']"
2296,"हालाँकि, यह too good है कि praise की जरूरत नहीं है।",0,[],[]
868,हम Montparnasse कई बार गए हैं और often अच्छे reason से return हुए हैं।,0,[],[]
2936,मेरे left और right तरफ से आने वाली strong scents ने मेरी taste buds को नकारात्मक रूप से प्रभावित किया।,1,['scents'],['negative']
3423,हमारे पास lobster sandwich था और यह FANTASTIC था।,1,['lobster sandwich'],['positive']
154,somewhere कुछ खाकर आप happy हो सकते हैं।,0,[],[]
591,"यदि आपने एक bad review लिखा है, तो यह इसलिए है क्योंकि आप understand नहीं कर रहे हैं कि Rao's क्या है?",0,[],[]
2845,यह अब तक के BEST restaurants में एक था जिसमें अब तक मैं गया था।,0,[],[]
187,यह restaurant काफी decent हुआ करता था। ,0,[],[]
2033,"यदि आप wine और cheese और स्वादिष्ट french fare पसंद करते हैं, तो आप Artisanal पसंद करेंगे!",3,"['wine', 'french fare', 'cheese']","['positive', 'positive', 'positive']"
1402,मुझे Indian food बहुत पसंद है मैं खुद को इसका बड़ा expert मानता हूं।,1,['Indian food'],['positive']
439,कुछ baby pizzas अपना wish पाते हैं।,1,['baby pizzas'],['neutral']
3360,अपनी खुद की creation बनाने के लिए बहुत सारे choices हैं।,0,[],[]
2949,यह tiny था और मुझे लगा कि मैं किसी के living room में खा रहा हूँ।,0,[],[]
362,"कुल मिलाकर good restaurant के साथ, क्लासिक अपस्केल Italian decor है।",1,['Italian decor'],['positive']
2921,Food से प्रभावित नहीं।,1,['Food'],['negative']
1909,पूरा dining experience अतिउत्तम था!,1,['dining experience'],['positive']
1878,Wine selection (glass और bottle के साथ) शानदार है और मैं हमेशा उसके friends को reservation रखने को कहता हूँ अगर वो town में रहते हैं।,2,"['Wine selection', 'reservation']","['positive', 'neutral']"
1404,उनके पास शानदार prices में authentic Indian हैं।,2,"['Indian', 'prices']","['positive', 'positive']"
645,आपको royality की तरह treat किया जाता है।,0,[],[]
3288,"यह अच्छा और quiet है, small लेकिन 6 (और अधिक). के लिए enough है।",0,[],[]
1819,Ambiance- आरामदायक और स्टाइलिश।,1,['Ambiance'],['positive']
2385,मैं यहां एक child की तरह आ रहा हूं और always taste के लिए वापस आता हूं।,1,['taste'],['positive']
2498,Tuk Tuk उन comfortable neighborhood joints में से एक है जहां आपको पता है कि आप हमेशा fair price पर good meal लेंगे।,2,"['meal', 'price']","['positive', 'positive']"
2469,"एक glass of Leaping Lizard, एक glass of prosecco, और mussels में सब खुश थे।",3,"['glass of prosecco', 'mussels', 'glass of Leaping Lizard']","['positive', 'positive', 'positive']"
567,"Food average था और creme brulee awful था - sugar charred था, caramelized नहीं किया गया था और kerosene की गंध थी।",3,"['Food', 'creme brulee', 'sugar']","['neutral', 'negative', 'negative']"
3517,Food हमेशा ताज़ा और तुरंत served किया गया था।,2,"['Food', 'served']","['positive', 'positive']"
2069,मैं जानती हूँ क्योंकि मैं nearby में रहती हूँ।,0,[],[]
1599,यहां का pizza delicious है।,1,['pizza'],['positive']
2860,मेरी पूरी family horrified थी।,0,[],[]
1092,Monthly basis पर मैं और मेरे friends लड़कियों के साथ night out करते हैं।,0,[],[]
2548,"Pizza and garlic knots भी बहुत अच्छा हैं, मैं इसे काफी बार order करता हूं और delivery हमेशा super quick होती है!",3,"['Pizza', 'delivery', 'garlic knots']","['positive', 'positive', 'positive']"
759,"पास के great chinese food के लिए, आपके पास Wu Liang Ye और Grand Sichuan सिर्फ एक block दूर है।",1,['chinese food'],['positive']
3175,लेकिन कौन कहता है कि Murray's भी service में कुछ हैं।,1,['service'],['neutral']
2209,"यह place वाकई में trendy है लेकिन वे एक restaurant के सबसे important part, food के बारे में भूल गए हैं।",1,['food'],['negative']
2717,मैं Red Eye में पहले कभी भी इतना disappoint नहीं हुआ।,0,[],[]
1352,Chef को सलाम।,1,['Chef'],['positive']
1543,यह एक back room में किया जाना चाहिए था - customers से दूर।,0,[],[]
3213,खुशी है कि आपके पास paying customers को  बाहर throw करने की luxury है।,0,[],[]
